ID;Gold;Pred;Text
ID-1;ntr;pos;I need an easy friend
ID-2;ntr;ntr;I do, with an ear to lend
ID-3;ntr;pos;I do think you fit this shoe
ID-4;ntr;ntr;I do, but you have a clue
ID-5;ntr;ntr;Iâ€™ll take advantage while
ID-6;neg;ntr;You hang me out to dry
ID-7;neg;ntr;But I can't see you every night
ID-8;pos;pos;Free (I do, I do)
ID-9;ntr;ntr;I'm standing in your line
ID-10;ntr;pos;I do hope you have the time
ID-11;ntr;ntr;I do pick a number too
ID-12;pos;ntr;I do keep a date with you
ID-13;neg;neg;No, I can't see you every night
ID-14;ntr;ntr;I do
ID-15;ntr;ntr;What else should I be
ID-16;ntr;ntr;All apologies
ID-17;ntr;ntr;What else could I say
ID-18;pos;ntr;Everyone is gay
ID-19;ntr;ntr;What else could I write
ID-20;ntr;ntr;I don't have the right
ID-21;ntr;ntr;What else should I be
ID-22;ntr;ntr;All apologies
ID-23;pos;ntr;In the sun
ID-24;pos;ntr;In the sun I feel as one
ID-25;pos;ntr;In the sun
ID-26;pos;ntr;In the sun
ID-27;ntr;ntr;I'm married
ID-28;neg;ntr;Buried
ID-29;neg;pos;I wish I was like you
ID-30;ntr;pos;Easily amused
ID-31;ntr;ntr;Find my nest of salt
ID-32;neg;neg;Everything is my fault
ID-33;ntr;neg;I'll take all the blame
ID-34;ntr;neg;Aqua seafoam shame
ID-35;ntr;ntr;Sunburn with freezeburn
ID-36;neg;neg;Choking on the ashes of her enemy
ID-37;pos;ntr;In the sun
ID-38;pos;ntr;In the sun I feel as one
ID-39;pos;ntr;In the sun
ID-40;pos;ntr;In the sun
ID-41;ntr;ntr;Married, Married, Married
ID-42;neg;ntr;Buried
ID-43;ntr;ntr;All in all is all we are...
ID-44;ntr;ntr;"""Big cheese, make me. Mine says:"""" Go to the office."""""""
ID-45;ntr;ntr;"""Big cheese, make me. Mine says:"""" What'd I say"""""""
ID-46;ntr;neg;Black is black. Shading back. Need more enemies.
ID-47;ntr;ntr;Show you all what a man is.
ID-48;neg;neg;"""Big lies, make me. Mine says:"""" Go to the office."""""""
ID-49;ntr;ntr;"""Big cheese, make me. Mine says:"""" What'd I say"""""""
ID-50;ntr;neg;Black is black. Shading back. Need more enemies.
ID-51;ntr;ntr;Cheese glue, how are you
ID-52;ntr;ntr;"""Big cheese, make me. Mine says:"""" Go to the office."""""""
ID-53;ntr;ntr;"""Big cheese, make me. Mine says:"""" What'd I lie"""""""
ID-54;ntr;neg;Black is black. Shading back. Need more enemies.
ID-55;ntr;ntr;Cheese glue, how are you
ID-56;ntr;neg;Black is black. Shading back. Need more enemies.
ID-57;ntr;ntr;Show you all what a man is. Cheese glue, how are you
ID-58;neg;neg;You're enemies. Show you all what a man is.
ID-59;ntr;ntr;[Almost inaudible] Ohhhhh, right.
ID-60;ntr;neg;If you wouldn't mind, I wouldn't like it blew.
ID-61;ntr;ntr;If you wouldn't mind, I wouldn't like it lose.
ID-62;neg;neg;If you wouldn't care, I wouldn't like to leave.
ID-63;neg;neg;If you wouldn't mind, I wouldn't like to breathe.
ID-64;neg;ntr;Is there another reason for your staying
ID-65;neg;neg;Could you believe him when you distrust his stain
ID-66;neg;neg;Here is another word that rhymes with shame.
ID-67;ntr;ntr;You could do anything.
ID-68;neg;pos;Butchered sincerity. Act out of loyalty.
ID-69;neg;pos;Defending free country. Wish away. Hey! Had a lobotomy.
ID-70;neg;neg;To save little family. Surrealistic fantasy. Bad boy. Fight!
ID-71;ntr;ntr;All we know id restitution. Living out your day of fusion.
ID-72;ntr;pos;If there's a hope, please show me faster. Don't feel guilty, pass a riot.
ID-73;neg;neg;Somebody said that they're not much like I am.
ID-74;ntr;ntr;I know I can't make it up. Althought if you go along, I'll sing your song.
ID-75;neg;neg;Sickening pessimists. Despicable masses.
ID-76;neg;neg;Asseverated commumists. Apocalyptic bastards.
ID-77;neg;pos;Rinkydink God. For putting me on this earth.
ID-78;neg;neg;Being very privileged. Death in mind. Nurse!
ID-79;ntr;ntr;All we know id restitution. Living out your day of fusion.
ID-80;ntr;pos;If there's a hope, please show me faster. Don't feel guilty, pass a riot.
ID-81;neg;neg;Somebody said that they're not much like I am.
ID-82;ntr;ntr;I know I can't make it up. Althought if you go along,
ID-83;ntr;ntr;I'll sing your song.
ID-84;neg;ntr;Downer.
ID-85;neg;neg;I'm not like them but I can pretend
ID-86;ntr;ntr;The sun is gone but I have a light
ID-87;pos;pos;The day is done but I'm having fun
ID-88;pos;ntr;I think I'm dumb or maybe I'm just happy
ID-89;pos;pos;I think I'm just happy
ID-90;neg;ntr;My heart is broke but I have some glue
ID-91;ntr;pos;Help me inhale and mend it with you
ID-92;ntr;ntr;We'll float around and hang out on clouds
ID-93;ntr;ntr;Then we'll come down and have a hangover
ID-94;ntr;ntr;We'll have a hangover
ID-95;ntr;ntr;Skin the sun, fall asleep
ID-96;ntr;pos;Wish away, soul is cheap
ID-97;ntr;pos;Lesson learned, wish me luck
ID-98;ntr;pos;Soothe the burn, wake me up
ID-99;ntr;ntr;Bell on door clanks, come on in.
ID-100;ntr;ntr;Floyd observes my hairy chin.
ID-101;pos;ntr;Sit down chair don't be afraid.
ID-102;ntr;ntr;Steamed hot towel on my face.
ID-103;ntr;ntr;I was shaved [X3]
ID-104;neg;ntr;Barney ties me to the chair.
ID-105;neg;neg;I can't see I'm really scared.
ID-106;ntr;ntr;Floyd breaths hard I hear a zip,
ID-107;neg;ntr;Pee-pee pressed against my lips.
ID-108;neg;neg;I was shamed [X3]
ID-109;ntr;ntr;I sense others in the room opie aunt bee I presume.
ID-110;neg;neg;They take turns and cut me up.
ID-111;neg;neg;I died smothered in Andy's butt
ID-112;ntr;ntr;I was shaved [X3]
ID-113;pos;pos;It's so relieving to know that you're leaving as soon as you get paid
ID-114;pos;pos;It's so relaxing to hear you're asking wherever you get your way
ID-115;pos;pos;I's so soothing to know that you'll sue me, this is starting to
ID-116;ntr;ntr;sound the same
ID-117;neg;neg;I miss the comfort in being sad
ID-118;ntr;pos;In her false withness, we hope you're still with us, to see if they gloar
ID-119;neg;neg;or drown
ID-120;neg;pos;Our favorite paitent, A display of patience, disease-covered Puget Sound
ID-121;neg;neg;She'll come back as fire, to burn all the liars, and leave a blanket of ash
ID-122;neg;ntr;on the ground I muss teh comfort in being sad
ID-123;ntr;ntr;She eyes me like a pisces when I am weak
ID-124;neg;ntr;I've been locked inside your Heart-Shaped box for weeks
ID-125;ntr;neg;I've been drawn into your magnet tar pit trap
ID-126;pos;neg;I wish I could eat your cancer when you turn black
ID-127;ntr;ntr;Hey
ID-128;ntr;ntr;Wait
ID-129;neg;neg;I've got a new complaint
ID-130;ntr;neg;Forever in debt to your priceless advice
ID-131;ntr;ntr;Meat-eating orchids forgive no one just yet
ID-132;ntr;neg;Cut myself angel's hair and baby's breath
ID-133;ntr;neg;Broken hymen of your highness I'm left black
ID-134;ntr;ntr;Throw down your umbilical noose so I can climb right back
ID-135;neg;ntr;I am my own parasite
ID-136;ntr;ntr;I don't need a host to live
ID-137;pos;ntr;We feed off of each other
ID-138;pos;pos;We can share our endorphns
ID-139;ntr;ntr;Doll steak, test meat
ID-140;ntr;pos;I won my own pet virus
ID-141;ntr;ntr;I get to pet and name her
ID-142;ntr;neg;Her milk is my shit
ID-143;ntr;neg;My shit is her milk
ID-144;ntr;ntr;Doll steak, test meat
ID-145;neg;neg;Look on the bright side is suicide
ID-146;ntr;neg;Lost eyesight I'm on your side
ID-147;ntr;neg;Angel left wing, right wing, broken wing
ID-148;neg;neg;Lack of iron and/or sleeping
ID-149;ntr;ntr;Protector of the kennel
ID-150;ntr;ntr;Ecto-plasma
ID-151;ntr;ntr;Ecto-Skeletal
ID-152;ntr;ntr;Obituary birthday
ID-153;ntr;ntr;Your scent is still here in my place of recovery
ID-154;ntr;ntr;Fill me in on your new vision
ID-155;ntr;ntr;Wake me up with indecision
ID-156;ntr;pos;Help me trust your mighty wisdom
ID-157;neg;ntr;Yes i eat cow - i am not proud
ID-158;ntr;ntr;Show me how you question question
ID-159;ntr;ntr;Lead the way to my temptation
ID-160;ntr;pos;Take my hand and give it cleaning
ID-161;neg;ntr;Yes i eat cow - i am not proud
ID-162;ntr;ntr;Is he in his easychair
ID-163;ntr;ntr;Poop as hard as a rock
ID-164;neg;neg;I don't like you anyway
ID-165;ntr;ntr;Seal it in a box
ID-166;ntr;ntr;All new
ID-167;neg;neg;Damn you
ID-168;ntr;ntr;This is out of our range [x3]
ID-169;ntr;neg;And it's grown (gross).
ID-170;ntr;ntr;This is getting to be [x3]
ID-171;neg;pos;A joke. I'm a negetive creep [x3]
ID-172;neg;neg;And I'm stoned. I'm a negative creep [x3]
ID-173;neg;neg;And I'm ... [scream]
ID-174;ntr;ntr;Daddy's little girl ain't a girl no more [x6]
ID-175;ntr;ntr;This is getting to be [x3]
ID-176;ntr;neg;And it's grown (gross).
ID-177;ntr;ntr;This is out of our range [x3]
ID-178;neg;pos;A joke. I'm a negetive creep [x3]
ID-179;neg;neg;And I'm stoned. I'm a negative creep [x3]
ID-180;neg;neg;And I'm ... [scream]
ID-181;ntr;ntr;Daddy's little girl ain't a girl no more [x6]
ID-182;ntr;pos;Yeah...stoned...stoned.
ID-183;ntr;ntr;Daddy's little girl ain't a girl no more [x14]
ID-184;ntr;neg;When I'm feeling tired.
ID-185;ntr;ntr;She puts food through the door.
ID-186;neg;ntr;I crawl towards the cursed light.
ID-187;neg;ntr;Sometimes I can't find my way.
ID-188;ntr;ntr;Newspapers spin' round.
ID-189;ntr;ntr;Soaking all that they can.
ID-190;ntr;pos;The cleaning is too kind.
ID-191;ntr;pos;A good hosing down.
ID-192;pos;pos;The lady whom I feel a maternal love for.
ID-193;neg;ntr;Cannot look me in the eyes.
ID-194;ntr;ntr;But I see hers and they are blue.
ID-195;neg;ntr;And they cock and twist and masturbate.
ID-196;ntr;ntr;I say so [x3]
ID-197;pos;ntr;Nirvana [x6]
ID-198;ntr;neg;Black windows a problem.
ID-199;neg;ntr;I scratch with my nails.
ID-200;ntr;pos;I see others just like me.
ID-201;ntr;ntr;Why do they not try to escape.
ID-202;ntr;ntr;But we're not the only ones.
ID-203;ntr;ntr;They point in my way.
ID-204;ntr;ntr;They come with the flashing lights.
ID-205;neg;ntr;And take my famliy away.
ID-206;ntr;pos;And very later I have learned to accept some friends of ridicule.
ID-207;neg;pos;My whole existence is for your amusement.
ID-208;ntr;ntr;And thatis why I'm here with you.
ID-209;neg;ntr;Don't take me away. I've found.
ID-210;pos;ntr;Nirvana [x8]
ID-211;pos;ntr;I'm on my time with everyone
ID-212;neg;neg;I have very bad posture
ID-213;ntr;ntr;Sit and drink Pennyroyal Tea
ID-214;neg;ntr;Distill the life that's inside of me
ID-215;ntr;ntr;Sit and drink Pennyroyal Tea
ID-216;ntr;ntr;I'm anemic royalty
ID-217;neg;ntr;Give me a Leonard Cohen afterworld
ID-218;neg;ntr;So I can sigh eternally
ID-219;neg;neg;I'm so tired I can't sleep
ID-220;neg;neg;I'm a liar and a thief
ID-221;ntr;ntr;Sit and drink Pennyroyal Tea
ID-222;ntr;ntr;I'm anemic royalty
ID-223;ntr;ntr;I'm on warm milk and laxatives
ID-224;ntr;ntr;Cherry-flavored antacids
ID-225;ntr;ntr;Sit and drink Pennyroyal Tea
ID-226;neg;ntr;Distill the life that's inside of me
ID-227;neg;ntr;Sit and drink Pennyroyal Tea
ID-228;ntr;ntr;I'm anemic royalty
ID-229;ntr;neg;Use just once and destroy
ID-230;neg;ntr;Invasion of our piracy
ID-231;neg;ntr;Afterbirth of a nation
ID-232;neg;neg;Starve without your skeleton key
ID-233;pos;pos;I love you for what I am not
ID-234;neg;ntr;I do not want what I have got
ID-235;neg;ntr;A blanket acne'ed with ciggarette burns
ID-236;ntr;ntr;Speak at once while taking turns
ID-237;neg;ntr;Second-rate third defree burns
ID-238;neg;neg;What is wrong with me
ID-239;ntr;ntr;What is what I need
ID-240;ntr;ntr;What do I think I think
ID-241;ntr;ntr;This had nothing to do with what you think
ID-242;ntr;ntr;If you ever think at all
ID-243;ntr;pos;Bi-polar opposites attract
ID-244;ntr;neg;All of a sudden my water broke
ID-245;neg;neg;hate, hate your enemies
ID-246;ntr;pos;Save, save your friends
ID-247;ntr;ntr;Find, find your place
ID-248;ntr;pos;Speak, speak the truth
ID-249;neg;neg;Rape me,
ID-250;neg;neg;Rape me, my friend
ID-251;neg;neg;Rape me,
ID-252;neg;neg;Rape me again
ID-253;ntr;ntr;I'm not the only one [x4]
ID-254;neg;neg;Hate me,
ID-255;neg;ntr;Do it and do it again
ID-256;neg;neg;Waste me
ID-257;neg;neg;Rape me, my friend
ID-258;ntr;ntr;I'm not the only one [x4]
ID-259;ntr;pos;My favorite inside source
ID-260;ntr;pos;I'll kiss your open sores
ID-261;ntr;pos;Appreciate your concern
ID-262;neg;neg;You'll always stink and burn
ID-263;neg;neg;Rape me,
ID-264;neg;neg;Rape me, my friend
ID-265;neg;neg;Rape me,
ID-266;neg;neg;Rape me again
ID-267;neg;ntr;I'm not the only one [x4]
ID-268;neg;neg;Rape me..............
ID-269;ntr;pos;Like most babies smell like butter
ID-270;neg;ntr;his smell smelled like no other
ID-271;neg;ntr;he was born scentless and senseless
ID-272;neg;ntr;he was born a scentless apprentice
ID-273;neg;ntr;Go away - get away, get away, get a-way
ID-274;neg;neg;every wet nurse refused to feed him
ID-275;ntr;pos;electrolytes smell like semen
ID-276;ntr;pos;I promise not to sell your perfumed secrets
ID-277;ntr;ntr;there are countless formulas for pressing flowers
ID-278;ntr;ntr;I lie in the soll and fertilize mushrooms
ID-279;ntr;ntr;Leaking out gas fumes are made into perfume
ID-280;ntr;pos;You can't fire me because I quit
ID-281;neg;neg;Throw me in the fire and I won't throw a fit
ID-282;neg;pos;Won't you believe it. It's Just my luck. [x4]
ID-283;neg;neg;No recess. [x3]
ID-284;ntr;ntr;You're in high school again. [x7]
ID-285;neg;ntr;You're nothing again.
ID-286;neg;neg;No recess. [x7]
ID-287;pos;pos;In my eyes, I'm not lazy. In my face, it's not over.
ID-288;ntr;ntr;In your room, I'm not older. In your eyes, I'm not worth it.
ID-289;neg;ntr;Give me back my alcohol. [x6]
ID-290;neg;ntr;Give me back my ..., give me back my..., give me back!
ID-291;ntr;ntr;Give me all your ... [x6]
ID-292;ntr;ntr;Give me all your ... [x5]
ID-293;neg;pos;Give me back ... aaaaah! ... love!
ID-294;ntr;ntr;Give me all your ... [x5]
ID-295;ntr;neg;Give me your ... aaaaah! ...fuck!
ID-296;pos;pos;Teenage angst has paid off well
ID-297;neg;neg;Now I'm bored and old
ID-298;ntr;ntr;Self-Appointed judges judge
ID-299;ntr;ntr;More than they have sold
ID-300;pos;pos;Teenage angst has paid off well
ID-301;neg;neg;Now I'm bored and old
ID-302;ntr;ntr;Self-Appointed judges judge
ID-303;ntr;ntr;More than they have sold
ID-304;neg;neg;Serve the servants - Oh no
ID-305;neg;ntr;That legendary divorce is such a bore
ID-306;neg;neg;As my bones grew they did hurt
ID-307;neg;neg;They hurt really bad
ID-308;neg;ntr;I tried hard to have a father
ID-309;neg;ntr;But instead I had a dad
ID-310;ntr;ntr;I just want you to know that I
ID-311;pos;pos;Don't hate you anymore
ID-312;ntr;ntr;there is nothing I could say
ID-313;ntr;ntr;that I haven't thought before
ID-314;neg;neg;Serve the servants - oh no
ID-315;neg;ntr;That legendary divorce is such a bore
ID-316;neg;ntr;Afraid to grade
ID-317;pos;neg;Wouldn't it be fun
ID-318;ntr;ntr;Cross says floss
ID-319;ntr;ntr;Wet your bed
ID-320;neg;neg;Sun felt numb
ID-321;ntr;ntr;Your eyes
ID-322;ntr;ntr;Teacher said
ID-323;ntr;ntr;The Preacher said
ID-324;neg;ntr;Don't have nothing for you
ID-325;ntr;ntr;Spell the smell
ID-326;ntr;ntr;Search for a church
ID-327;ntr;ntr;Wet your bed
ID-328;ntr;ntr;Colt ain't cold
ID-329;pos;pos;They lead a lifetime that is comfortable
ID-330;ntr;ntr;They travel far to keep their stomach full
ID-331;ntr;ntr;They make their living off of arts and crafts
ID-332;ntr;pos;The kind with seashells, driftwoord and burlap
ID-333;ntr;ntr;They make a deal when they come to town
ID-334;pos;neg;The Sunday swap meet is a battle ground
ID-335;pos;pos;She loves him more than he will ever know
ID-336;pos;pos;He loves her more than he will ever show
ID-337;ntr;ntr;Keeps his cigarettes close to his heart
ID-338;ntr;ntr;Keeps her photographs close to her heart
ID-339;ntr;neg;Keeps the bitterness close to the heart
ID-340;ntr;ntr;"""...""""Moderate Rock""""..."""
ID-341;ntr;ntr;May day, everyday, is my day!
ID-342;neg;neg;Could've had a heart attack, my heart!
ID-343;ntr;ntr;He don't know heads or tails, my heart!
ID-344;ntr;pos;We all want something fair, my heart!
ID-345;ntr;ntr;Hey!... Hey!... Heeey! Hey! Heeeey!
ID-346;ntr;neg;Out of town, out of fire, is my eyes!
ID-347;ntr;ntr;He don't know heads or tails, my heart!
ID-348;ntr;ntr;One more at the phone, my eyes!
ID-349;ntr;ntr;One more, at the phone, my heart! Hey!...Hey!... Heeeeey!
ID-350;neg;ntr;Mean heart!
ID-351;neg;ntr;Cold heart! [x7]...
ID-352;ntr;ntr;Hey......
ID-353;neg;ntr;I am buried up to my neck in
ID-354;neg;neg;Contradictionary lies
ID-355;pos;pos;I take pride as the kind of illiterature
ID-356;pos;pos;I'm very ape and very nice
ID-357;ntr;pos;If you ever need anything please don't hesitate
ID-358;ntr;ntr;to ask someone else first
ID-359;ntr;pos;I'm too busy acting like I'm not naive.
ID-360;ntr;ntr;I've seen it all I was here first
ID-361;ntr;ntr;Out of the ground
ID-362;ntr;ntr;Into the sky
ID-363;ntr;ntr;Out of the sky
ID-364;ntr;ntr;Into he firt
