ID	GOLD	PRED	TEXT
ID-1	D	D	Monologues, Movie Scripts, Casting Calls and More - at ActorPoint.com Monologues Movie Scripts Actor Resources Acting & Film Schools Cool Links Actor Point >> Movie Scripts >> Into the Wild Film Script Into The Wild Movie Script Writer(s) : Sean Penn, Jon Krakauer Genres : Adventure, Drama Search IMDb : Into The Wild    INTO THE WILD     Written by  Sean Penn    Based on the book by  Jon Krakauer      1   EXT.
ID-2	J	A	THE STAMPEDE TRAIL - DAY                                    1  SUPER: Tuesday, April 28th 1992  WIDE-SHOT: A vast, snow-blanketed wilderness that sits beneath the icy summits of the highest mountain range in North America.
ID-3	A	A	This is BIG Alaska.
ID-4	A	A	A beat up 4x4 pick-up enters very small into the upper left corner of frame on an unkept, snow-packed road, and comes to a stop.
ID-5	A	A	A figure exits the passenger side and moves around the front of the truck.
ID-6	A	A	We can just make out the rifle sticking out of his backpack.
ID-7	A	A	We HEAR a very distant "Thank You" as the figure walks away from the road and away from the truck, seemingly into nowhere.
ID-8	A	A	DRIVER Hey!
ID-9	A	A	The figure with backpack and rifle, henceforth BACKPACK, stopping in his tracks, turns around in the direction of the truck.
ID-10	A	A	DRIVER (CONT'D) Come here.
ID-11	A	A	BACKPACK walks back to the truck.
ID-12	A	A	As he approaches the driver's door, we  CUT IN TO: TIGHT SHOT over the back-packed shoulder onto the DRIVER.
ID-13	A	A	DRIVER (CONT'D) (referring to items we see sitting on dashboard) You left your watch, your comb, your change...  We STAY on the DRIVER as BACKPACK speaks:  BACKPACK Keep it.
ID-14	A	A	DRIVER I don't want your money.
ID-15	A	A	And I already have a watch.
ID-16	A	A	BACKPACK If you don't take it, I'm gonna throw it away.
ID-17	A	A	I don't want to know what time it is, what day it is, or where I am.
ID-18	A	A	(MORE)  2.
ID-19	A	A	BACKPACK (CONT'D) I don't want to see anybody.
ID-20	A	A	None of that matters.
ID-21	A	A	The driver reaches behind the seat of the truck, pulls out an old pair of rubber work boots.
ID-22	A	A	DRIVER (handing him the boots) Take em.
ID-23	A	A	There is a pause as Backpack considers accepting the boots.
ID-24	A	A	DRIVER (CONT'D) If you make it out alive, give me a call, and I'll tell you how to get the boots back to me.
ID-25	A	A	We can feel over Backpack's shoulder that he has taken the boots and is putting them on but we STAY on the driver.
ID-26	A	A	BACKPACK Hey, do me a favor, will ya?
ID-27	A	A	Take a picture of me.
ID-28	A	A	Backpack hands him an Instamatic camera and starts walking backwards.
ID-29	A	A	We PULL BACK with him.
ID-30	A	A	And he maintains his back to us.
ID-31	A	A	When he stops, we CONTINUE until he is FULL-FRAME, head-to-toe from behind, posing.
ID-32	A	A	CUT TO:  CU: driver  CLICK.
ID-33	A	A	He snaps the shot.
ID-34	A	A	Backpack re-enters frame in an OVER-SHOULDER.
ID-35	A	A	Driver hands him the camera.
ID-36	A	A	DRIVER You gonna be alright?
ID-37	A	A	BACKPACK I'll be better than that.
ID-38	A	A	(I'll be who I am.)
ID-39	A	A	As Backpack exits the frame, we SLOWLY ZOOM past the concerned face of the driver onto the loose change, the comb, and the watch on the dash.
ID-40	A	A	3.
ID-41	A	A	Throughout the ZOOM, the SOUND of FOOTSTEPS CRUNCHING THE SNOW, FADE into the distance.
ID-42	A	A	BACK TO:  ORIGINAL WIDE-SHOT:  We see the small form of the truck and the smaller form of the Backpacker walking away from the truck until the Backpacker has exited the frame.
ID-43	A	A	The truck takes a BEAT, turns around in the snow, and accelerates back into the direction from which it came.
ID-44	A	A	As the truck exits frame, we -  DISSOLVE TO:   2   EXT.
ID-45	A	A	COMMENCEMENT GROUNDS, EMORY UNIVERSITY, ATLANTA -         2 DAY  SUPER: May 1990  The crowd of family and friends, and of course, students.
ID-46	A	A	Assembled on fold-out chairs.
ID-47	A	A	The broad lawn.
ID-48	A	A	INTERCUT: CHRIS MCCANDLESS.
ID-49	A	A	We don't see his face, just feet pounding the pavement at an increasing pace.
ID-50	A	A	One by one the names of graduates announced.
ID-51	A	A	Their bright young faces, capped heads, and gowns, glide up to the podium to accept their diplomas.
ID-52	A	A	INTERCUT: Chris, on his run, sweatshirt hood over head.
ID-53	A	A	Amongst assembled crowd and family we find: THE MCCANDLESS': BILLIE, mid to late forties with dark striking eyes
ID-54	A	A	They look around, looking for Chris, he's nowhere in sight.
ID-55	A	A	INTERCUT: Chris, in a shower (PHOTO-SONICS) He TURNS INTO CAMERA, the water streaming down his face.
ID-56	A	A	From the announcement podium comes the name of their son and brother, CHRISTOPHER JOHNSON MCCANDLESS.
ID-57	A	A	The McCandless family increasingly panicked over Chris' absence, when almost magically, he appears in full cap and gown.
ID-58	A	A	4.
ID-59	A	A	Disregarding the steps that lead up to the podium platform, the small-framed but athletic CHRIS MCCANDLESS leaps jubilantly onto the stage in a single bound, frightening Billie, a little wince from Walt, and Carine "That's our Chris."
ID-60	A	A	And just as quickly as Chris has been handed his diploma, he civilly descends the platform steps.
ID-61	A	A	TIME CUT:  SLO-MO: A ballet of graduation caps float upward into a frame of blue sky.
ID-62	A	A	We HEAR Chris' voice OVER this image as we intermittently cut away from the caps against the sky to focus on his parents.
ID-63	A	A	(HIGH ANGLE: floating caps in FOREGROUND, Walt and Billie delight upon the caps.)
ID-64	A	A	An outer glee in sharp contrast to voice over:  CHRIS (V.O.)
ID-65	A	A	I see them standing at the formal gates of their colleges, I see my father strolling out under the ochre sandstone arch, the red tiles glinting like bent plates of blood behind his head, I see my mother with a few light books at her hip standing at the pillar made of tiny bricks with the wrought-iron gate still open behind her, its sword-tips black in the May air, they are about to graduate, they are about to get married, they are kids, they are dumb, all they know is they are innocent, they would never hurt anybody.
ID-66	A	A	I want to go up to them and say Stop, don't do it--she's the wrong woman, he's the wrong man, you are going to do things you cannot imagine you would ever do, you are going to do bad things to children, you are going to suffer in ways you never heard of, you are going to want to die.
ID-67	A	A	I want to go up to them there in the late May sunlight and say it, her hungry pretty blank face turning to me, (MORE)  5.
ID-68	A	A	CHRIS (V.O.)
ID-69	A	A	(CONT'D) her pitiful beautiful untouched body, his arrogant handsome blind face turning to me, his pitiful beautiful untouched body, but I don't do it.
ID-70	A	A	I want to live.
ID-71	A	A	I take them up like the male and female paper dolls and bang them together at the hips like chips of flint as if to strike sparks from them, I say...
ID-72	A	A	The last graduation cap falls out of the `blue sky' frame, and into...  CUT TO:   3   INT.
ID-73	A	A	ATLANTA RESTAURANT - LATER                                3 (Graduation ceremony wardrobe)  Walt and Billie sit at a table.
ID-74	A	A	A Cadillac can be seen through the window (ATLANTA LANDMARK), parked beside the restaurant.
ID-75	A	A	BILLIE Here they are.
ID-76	A	A	Walt looks out the window and sees Chris drive up in his old yellow Datsun with Carine in the passenger seat beside him, and pulls up to the space beside the Cadillac.
ID-77	A	A	4   INT.
ID-78	A	A	DATSUN                                                    4  Chris is holding a book from which he reads aloud the LAST LINE OF THE POEM... CHRIS I say...Do what you are going to do, and I will tell about it.
ID-79	A	A	CARINE Who wrote that?
ID-80	A	A	CHRIS Well, it could've been either one of us, couldn't it?
ID-81	A	A	He hands a book of Sharon Olds' poetry to her.
ID-82	A	A	CHRIS (CONT'D) There's a lot of great poems in there.
ID-83	A	A	6.
ID-84	A	A	CARINE Thanks, big brother.
ID-85	A	A	They exit the car and frame.
ID-86	A	A	5   INT.
ID-87	A	A	ATLANTA RESTAURANT - SAME                                5  Chris and Carine join Walt and Billie at the table.
ID-88	A	A	Billie gets up and gives Chris a big hug.
ID-89	A	A	BILLIE You scared the daylights out of me, jumping on to that stage, oh my god.
ID-90	A	A	Chris gives Carine a look.
ID-91	A	A	Walt extends his hand to Chris.
ID-92	A	A	WALT Congratulations, son.
ID-93	A	A	They all sit and pick up menus.
ID-94	A	A	CHRIS I'm starving.
ID-95	A	A	TIME CUT:   6   INT.
ID-96	A	A	ATLANTA RESTAURANT - LATER                               6  The foods on the table.
ID-97	A	A	Chris is devouring a steak.
ID-98	A	A	CHRIS My grades are gonna be good enough, I think, to get into Harvard Law.
ID-99	A	A	WALT That's a big deal.
ID-100	A	A	What do you have left in your college fund?
ID-101	A	A	CHRIS It's an inheritance, dad.
ID-102	A	A	I've only been spending it as a college fund...Exactly twenty-four thousand five hundred dollars and sixty-eight cents.
ID-103	A	A	BILLIE That's very specific.
ID-104	A	A	CHRIS I had to go to the bank this morning.
ID-105	A	A	7.
ID-106	A	A	WALT Well, we'll certainly contribute the balance for Harvard.
ID-107	A	A	CHRIS Yeah.
ID-108	A	A	I've got to figure out what I'm going to do.
ID-109	A	A	I got a lot of things to pack and organize here first.
ID-110	A	A	BILLIE I'm so glad you're getting out of that place you're living.
ID-111	A	A	It was so much nicer when you lived on campus.
ID-112	A	A	WALT You'll come to Annandale before you disappear on us, won't you?
ID-113	A	A	CHRIS (reluctantly) Sure, I will.
ID-114	A	A	Carine's not so sure.
ID-115	A	A	BILLIE You promise?
ID-116	A	A	CHRIS (whining) Mom.
ID-117	A	A	BILLIE Well, your father and I want to make a present to you.
ID-118	A	A	WALT We want to get you out of that junker.
ID-119	A	A	CHRIS What's a junker?
ID-120	A	A	Walt points outside to the Datsun.
ID-121	A	A	CHRIS (CONT'D) The Datsun?
ID-122	A	A	WALT Yes.
ID-123	A	A	We want to get you a new car.
ID-124	A	A	CHRIS (appalled) A new car?
ID-125	A	A	Why the hell would I want a new car?
ID-126	A	A	The Datsun runs great.
ID-127	A	A	(MORE)  8.
ID-128	A	A	CHRIS (CONT'D) (Mocking the Cadillac) Do you think I want some fancy boat?
ID-129	A	A	Or are you worried about what the neighbors might think?
ID-130	A	A	BILLIE We weren't going to get you a Cadillac, Chris.
ID-131	A	A	Just a nice new car that's safe to drive.
ID-132	A	A	You don't know when that thing's just going to suddenly blow up.
ID-133	A	A	CHRIS Blow up?
ID-134	A	A	Blow up?!
ID-135	A	A	Are you guys crazy?
ID-136	A	A	It's a great car.
ID-137	A	A	I don't need a new car.
ID-138	A	A	I don't want a new car.
ID-139	A	A	I don't want anything.
ID-140	A	A	Thing, thing, thing.
ID-141	A	A	Under the table, Carine jabs Chris' leg.
ID-142	A	A	Chris returning to polite -  CHRIS (CONT'D) But, thanks anyway.
ID-143	A	A	WALT Everything's gotta be difficult.
ID-144	A	A	CHRIS I said thank you.
ID-145	A	A	I just don't want anything.
ID-146	A	A	The group returns to some superficial calm.
ID-147	A	A	CARINE I wouldn't say no to a new car.
ID-148	A	A	CHRIS (mumbling a rib) Ivana Trump McCandless.
ID-149	A	A	CARINE (laughing it off) Shut up, Chris.
ID-150	A	A	(to her parents, seriously) Seriously, I'll pay you back.
ID-151	A	A	CUT TO:   7   INT.
ID-152	A	A	OFF-CAMPUS ROOMING HOUSE, SECOND-FLOOR, ATLANTA -         7 DAY  OVER Chris' shoulder, he frisbees his graduation cap from the upstairs window to his parents parting Cadillac on the street.
ID-153	A	A	9.
ID-154	A	A	As they wave goodbye, Carine catches the cap from the backseat window.
ID-155	A	A	And with a parting smile to her brother, she poses with it on her own head.
ID-156	A	A	Chris smiles and waves goodbye.
ID-157	A	A	As the Cadillac drifts away, his smile disappears into something other than sadness.
ID-158	A	A	TIME CUT:   8   INT.
ID-159	A	A	OFF-CAMPUS ROOMING HOUSE - NIGHT                         8  In a warm ambient light, we SEE a black and white poster on a barren wall: Poncho-clad Clint Eastwood from "The Good, The Bad, And The Ugly."
ID-160	A	A	We TILT DOWN a stack of books sitting on the floor - Tolstoy, Stegner, Thoreau, Jack London, and Pasternak.
ID-161	A	A	Beside them, a camper's backpack.
ID-162	D	A	Chris sits in introspection at his desk by candlelight.
ID-163	D	A	The room is spare, supporting his monkish lifestyle.
ID-164	D	A	But on the desk before him, he counts out $500.68 from a bank envelope.
ID-165	D	A	He pockets those bills and change, then removes a check for $24,000 made out to OXFAM America from the same bank envelope.
ID-166	D	A	He scribbles a note: These are all my savings.
ID-167	D	A	Feed someone with it.
ID-168	D	A	Signed, Chris McCandless.
ID-169	D	A	He then slides the note and the check into a pre-addressed Oxford Famine Relief Fund (in Boston) envelope.
ID-170	D	A	He pulls his wallet from his back pocket.
ID-171	D	A	Pulls all the cards and pictures from its sleeves.
ID-172	D	A	Considering each, he flicks them into a trash bin, one by one.
ID-173	D	A	Finally coming to his social security card, he holds it to the candles flame.
ID-174	D	A	As the flame burns bright we - DISSOLVE TO:   9   EXT.
ID-175	D	A	ATLANTA HIGHWAY - SUNRISE'                               9  MUSIC (Gordon Peterson's BIG HARD SUN or as radio source Tom Petty's FREE FALLING) rises and PRESENTATION TITLES OVER:  A 1982 DATSUN B210 emerges from the rising sun as the car heads west out of Atlanta.
ID-176	D	A	(HIGHWAY 20 TO 78 TO 40)  PRESENTATION TITLES and MUSIC carry OVER:  9A.
ID-177	D	A	MONTAGE: We travel with Chris and his Datsun through the towns and open highways, landscapes and landmarks, days and nights, that lead to the Mojave desert in the West.
ID-178	D	A	10.
ID-179	D	A	(In contrast to his introspection of the previous night, Chris is buoyant throughout this sequence.)
ID-180	D	A	10   EXT.
ID-181	D	A	DESERT, SOMEWHERE BETWEEN KINGMAN, ARIZONA AND LAS     10 VEGAS, NEVADA - SUNSET  (CRANE SHOT) We see Chris stop the Datsun in the middle of the desert road.
ID-182	D	A	We (CRANE?)
ID-183	D	A	DOWN to a close-up through the windshield.
ID-184	D	A	Chris looks left.
ID-185	D	A	Then, right.
ID-186	D	A	Into the rearview mirror, and suddenly turns the wheel, veering the Datsun off the paved highway into the vast desert.
ID-187	D	A	As we CRANE back UP, the Datsun moves into the horizon.
ID-188	D	A	END PRESENTATION TITLES.
ID-189	D	A	FADE MUSIC   11   EXT.
ID-190	D	A	DETRITAL WASH - TWILIGHT                               11  ANGLE: WEST-FACING  The Datsun sits in the magical pastel twilight just before darkness slides over the desert.
ID-191	D	A	It is positioned at the foot of a wash wall that edges the soup bowl.
ID-192	D	A	ANGLE: EAST-FACING  The Datsun, a yellow speck in the frame.
ID-193	D	A	Coyotes yap at the moon.
ID-375	A	D	19.
ID-376	A	D	CARINE (V.O.)
ID-377	A	D	When they arrived at the apartment, there was a "For Rent" sign in his window, and the manager told my parents that Chris had moved out at the end of June.
ID-378	A	D	24   EXT.
ID-379	A	D	OFF-CAMPUS ROOMING HOUSE, ATLANTA - DAY                24  We observe Walt and Billie chatting with Chris' apartment manager.
ID-380	A	D	CARINE (V.O.)
ID-381	A	D	When they got home, I had to hand them all the letters they had sent Chris that summer which had been returned in a bundle.
ID-382	A	D	25   INT.
ID-383	A	D	MCCANDLESS HOME, ANNANDALE                             25  The bundle of letters are splayed out on the kitchen table - "Return to Sender" stamps visible.
ID-194	D	D	Other than that, no sound on the desert floor.
ID-195	D	D	In the distance, voluptuous cumulonimbus clouds boil upward catching the last rosy glow of the west-setting sun over the rim of the upper Detrital watershed.
ID-196	D	D	We see strobe bursts of lightning followed by muffled thunder illuminating the thunder clouds from within.
ID-197	D	D	Short SERIES OF ANGLES as we MOVE IN on the distant gullies and ravines, starting to run with copious amounts of water.
ID-198	D	D	12   INT.
ID-199	D	D	DATSUN - NIGHT                                         12  Chris McCandless, in the same clothes he had been in back in the rooming house, sleeps in the back seat of the Datsun.
ID-200	D	D	His head supported by his backpack.
ID-201	D	D	We begin to HEAR a rumble.
ID-202	D	D	But this rumble is not thunder.
ID-203	D	D	It rapidly builds into an alarming ROAR.
ID-204	D	D	The roar grows to a deafening level.
ID-205	D	D	Chris awakens.
ID-206	D	D	11.
ID-207	D	D	As he peeks up from the backseat looking forward through the windshield, he just barely catches sight of the leading edge of a flash flood.
ID-208	D	D	A four-foot high wall of water, mud and debris makes impact with the Datsun, momentarily enveloping it in water.
ID-209	D	D	Suddenly the car is SLAMMED against the cliff.
ID-210	D	D	CRACK!
ID-211	D	D	Chris sits upright, disoriented.
ID-212	D	D	POV: As far as the eye can see in the desert moonlight, water has taken over the desert with a flash flood.
ID-213	D	D	However, there's no panic in Chris' face as we observe him past a new crack in the wet windshield.
ID-214	D	D	The water, while violent seems to have topped off just above the wheels.
ID-215	D	D	Chris gets a slight smile on his face, as the car settles into its new position below the cliff.
ID-216	D	D	He returns to sleep.
ID-217	D	D	CUT TO:   13   EXT.
ID-218	D	D	DESERT - DAY                                          13  What remains of Chris' travelling money burns in a pile beside the Datsun on the sun-lit but muddy desert floor.
ID-219	D	D	We follow a very long set of footprints (CAMERA TRACKING/TRUE VERTICAL) away from the burning cash through the mud, finally tilting up to the footprint maker, Chris.
ID-220	D	D	Slogging toward high ground.
ID-221	D	D	WIDE-SHOT: We see the abandoned Datsun nearly a mile behind Chris as he walks toward us wearing his backpack.
ID-222	D	D	He comes very close to camera (only a day or two's stubble on his face) and as we PAN him 180, we see as much wilderness before us as we did behind.
ID-223	D	D	REPRISE MUSIC OVER MAIN TITLE:  (INTO THE WILD) Chris walks into the distance.
ID-224	D	D	COMPLETE AND END MAIN TITLES.
ID-225	D	D	CUT TO:   14   INT.
ID-226	D	D	COLLEGE BUILDING                                      14  SHAKY HAND-HELD HOME VIDEO IMAGE (4 YEARS EARLIER):  12.
ID-227	D	D	Chris McCandless speaking to camera holds a microphone in a shadowy room, doing his Geraldo Rivera.
ID-228	D	D	It's tongue-in- cheek at best.
ID-229	D	D	CHRIS This is Emory University freshman Chris McCandless reporting from the vault at Thompson Hall.
ID-230	D	D	He indicates a hatchway in the floor leading to a brightly lit corridor below.
ID-231	D	D	CHRIS (CONT'D) We have just dynamited the hatchway and are the first human beings to step foot into this vault in over a hundred years.
ID-232	D	D	Somewhere in here lies the secret of the great beast within us all.
ID-233	D	D	A beast built on lies, corruption, and greed.
ID-234	D	D	We HEAR a GROWLING SOUND from behind Chris.
ID-235	D	D	CHRIS (CONT'D) And there it is!
ID-236	D	D	The legendary beast Mocra.
ID-237	D	D	CAMERA quickly PANS to a blanket-wrapped, crawling FELLOW STUDENT in a grotesque Halloween mask.
ID-384	D	D	CARINE (V.O.)
ID-385	D	D	Chris had instructed the post office to hold them until August 1st so that mom and dad wouldn't know that anything was up.
ID-386	D	D	Some part of me understood what he had done.
ID-387	D	D	That he had spent the previous four years fulfilling an absurd and onerous duty in graduating from college.
ID-388	D	D	We return to the image of Carine sitting on her bed as she plops on Chris' old graduation cap.
ID-389	D	D	We slowly ZOOM IN on her throughout the remaining V.O.
ID-390	D	D	CARINE (V.O.)
ID-391	D	D	(CONT'D) And now, at last he was unincumbered.
ID-392	D	D	Emancipated from the stifling world of parents and peers.
ID-393	D	D	Abstraction, security, and material excess.
ID-394	D	D	Those things that cut Chris off from the raw truth of his existence.
ID-395	D	D	I only hoped he was safe...and I missed him.
ID-396	D	D	CUT TO:   26   EXT.
ID-397	D	D	SIERRA NEVADA MOUNTAINS (LAKE TAHOE AREA) - DAY        26  20.
ID-398	D	D	HELICOPTER SHOT: (MUSIC OVER: PHILIP GLASS) WE FIND CHRIS MAKING HIS STRIDES THROUGH PINES AND PEAKS, IN AWE OF THE SCALE AND POWER OF THIS LANDSCAPE.
ID-399	D	D	TRACKING SHOT (GROUND LEVEL): CLOSE ON Chris, surrounded by a summit grove embraced in its nature.
ID-400	D	D	ANGLE: A DEER drinking from a creek, pops its head up between trees and scrub, watching the alien human pass.
ID-401	D	D	An EAGLE soars above (perhaps it was this POV represented in our helicopter shot)  WATER babbling in a mountain creek.
ID-402	D	D	VARIOUS WILDLIFE SHOTS  ANGLE: Chris -   In his eyes we see the landscape inject itself.
ID-403	D	D	CUT TO:   27   EXT.
ID-404	D	D	CAMPSITE, PACIFIC CREST TRAIL - SUNSET                 27  SEQUENCE: Chris makes camp beside a stream pulling a sack of rice from his backpack and cooking it.
ID-405	D	D	28   EXT.
ID-406	D	D	CAMPSITE, PACIFIC CREST TRAIL - NIGHT                  28  Wrapped in his own "The Good, The Bad, And The Ugly" poncho, Chris eats rice while crouched beside a campfire reading from Jack London's White Fang.
ID-407	D	D	CUT TO:  29   EXT.
ID-408	D	D	PACIFIC CREST TRAIL - FURTHER NORTH - DAY              29  Chris is on the move north through the gorgeous landscape of the Sierras, humming as he walks, when he comes upon a sign on the trail: PERMIT CAMPING IN DESIGNATED CAMPGROUNDS ONLY.
ID-409	D	D	Chris bows to the sign as one would to speak to a small child.
ID-410	D	D	CHRIS (singing) Sign, sign.
ID-411	D	D	Everywhere a sign.
ID-412	D	D	Fuckin' up the scenery, breakin' my mind.
ID-413	D	D	(MORE)  21.
ID-414	D	D	CHRIS (CONT'D) Do this.
ID-415	D	D	Don't do that.
ID-416	D	D	Can't you read the sign?
ID-417	D	D	And then, very impulsively, he karate kicks the sign off its post into a log collapsing into ---  CUT TO:   30   OMITTED                                                     30   31   EXT.
ID-418	D	D	CAMPSITE II, PACIFIC CREST TRAIL - NIGHT               31  A burning log collapses in Chris' campfire, reduced to glowing embers.
ID-419	D	D	32   INT.
ID-420	D	D	TENT                                                   32  Chris is awakened by the SOUND of TWIGS SNAPPING in a nearby thicket.
ID-421	D	D	He quickly grabs a knife from his backpack, unzips six inches of the tent door open.
ID-422	D	D	We see his eyes peering out.
ID-423	D	D	The CRACKLING moves closer.
ID-424	D	D	His grip on the knife tightens.
ID-425	D	D	Suddenly a hot white light hits his face.
ID-426	D	D	And a VOICE comes from behind the light.
ID-427	D	D	FOREST RANGER U.S. Forestry.
ID-428	D	D	Could you step out of the tent please?
ID-429	D	D	Now we see the FOREST RANGER appear from the thicket.
ID-430	D	D	Chris exits the tent, catching himself holding the knife.
ID-431	D	D	CHRIS (as he drops the knife to the ground) Sorry.
ID-432	D	D	I thought you were a bear.
ID-433	D	D	FOREST RANGER (approaching) I don't blame you.
ID-434	D	D	You're less than a hundred yards from the nearest den.
ID-435	D	D	That's why I came over here to talk to you.
ID-436	D	D	Do you have some identification?
ID-437	D	D	22.
ID-438	D	D	CHRIS No.
ID-439	D	D	I'm sorry.
ID-440	D	D	My name's Alex.
ID-441	D	D	I've been travelling a lot and I got robbed and my identification was taken.
ID-442	D	D	FOREST RANGER You mind if I take a look in your tent?
ID-443	D	D	CHRIS Go ahead.
